id,title,type,topic_id,content
966,Half Angle Formulae,F,36,"(i) $$\sin 2A = \frac{2 \tan A}{1 + \tan^{2} A}$$
;(ii) $$\cos 2A = \frac{1 - \tan^{2} A}{1 + \tan^{2} A}$$
;
;Replace $$2A$$ with $$x$$ and use $$T$$ for $$\tan (x/2)$$ "
967,Factor Formulae,F,36,"If $$A + B = J$$ and $$A - B = K$$
;(i) $$\sin J + \sin K = 2 \sin \frac{J + K}{2} \cos \frac{J - K}{2}$$
;(ii) $$\sin J - \sin K = 2 \cos \frac{J + K}{2} \sin \frac{J - K}{2}$$
;(iii) $$\cos J + \cos K = 2 \cos \frac{J + K}{2} \cos \frac{J - K}{2}$$
;(iv) $$\cos J - \cos K = - 2 \sin \frac{J + K}{2} \sin \frac{J - K}{2}$$"
968,Rcos Function,C,36,"This method is based upon the fact that combining a sine and a cosine will generate another cos curve with a greater amplitude and which is a number of degrees out of phase with the graph of $$\cos \theta$$.
;
;This means that it can be written as $$R \cos (\theta - \alpha)$$, where $$R$$ represents the amplitude and $$\alpha$$ represents the number of degrees the graph is out of phase (to the right).
;
;The solution is based upon the expansion of $$\cos (\theta - \alpha)$$."
969,value,K,,[V|v]alue.?
970,cartesian,K,,cartesian.?
971,approximate,K,,[A|a]pproximate.*
972,estimate,K,,[E|e]stimat.*
1001,Decimal_And_Fraction_Conversion,C,114,"To convert a decimal to a fraction, firstly, express the decimal as a fraction with denominator depending on its place value. Then simplify the fraction to its lowest term. ; Example: 3.28 = 3\[\frac{28}{100}\] = 3\[\frac{7}{25}\] ; Do the opposite to convert fraction to decimal."
1002,Factors,C,114,"Factors: When a number is divided by its factor, there is no remainder. ; Example, factors of 12 = 1, 2, 3, 4, 6, 12"
1003,Multiples,C,114,"When a number is multiplied by another number, the result is a multiple of the first number. ; For example: ; 4 x 1 = 4 ; 4 x 2 = 8 ; 4 x 3 = 12 ; 4 x 4 = 16 ; 4, 8, 12, 16 are some multiples of 4. ; Some multiples of 4 are: 4, 8, 12, 16, 20, 24, 28, 32, 36,... ; Some multiples of 6 are: 6, 12, 18, 24, 30, 36,.. ; Some of the common mutiples of 4 and 6 are: 12, 24, 36,..."
1004,Order_Of_Operation,C,114,Order of operation: ; 1) Do the operations in the brackets ; 2) Multiplication and division from left to right ; 3) Addition or subtraction from left to right
1005,Rounding_off,C,114,"To round off, look at previous place value, if the number if more than 5, round up, if it is less than 5, round down. ; Example: Round off 3687 to the nearest ten. ; Look at the ones value, 7 is more than 5, so round up. Answer = 3690."
1006,Number_Notations,C,114,"Example, in 8 765 432.123456: ; 2 - ones ; 3 - tens ; 4 - hundreds ; 5 - thousands ; 6 - ten thousands ; 7 - hundred thousands ; 8 - millions ; 1 - tenths ; 2 - hundredths ; 3 - thousandths ; 4 - ten thousandths ; 5 - hundred thousandths ; 6 – millionths"
1007,Length_Conversion,C,115,1 km = 1000m ; 1 m = 100 cm
1008,Mass_Conversion,C,115,1 kg = 1000 g 
1009,money_conversion,C,115,1 dollar = 100 cents
1010,time,C,115,"When using the 12-hour clock, we use a.m. to represent the first 12 hours of the day from midnight to 11:59 in the morning and p.m. to represent the last 12 hours of the day after noon to 11:59 at night. ; When using the 24-hour clock, we represent time by 4 digits, the first 2 digits from 00 to 23 represent the hour and the last 2 digits from 00 to 59 represent the minutes. For time from 1 p.m. to 11:59 p.m. , 12 is added to the time. For example, 1 pm = 1300 hours. "
1011,Time_Conversion,C,115,1 hour = 60 minutes ; 1 minute = 60 seconds ; 1 day = 24 hours ; 1 week = 7 days ; 1 year = 12 months = 365 days
1012,volume,C,115,Volume is the amount of space occupied by a solid shape
1013,Volume_Conversion,C,115,1 Litre = 1000 ml = 1000 \[cm^3\]
1014,Area_of_circle,F,115,"Area of circle = \[\pi\]\[
^2\]"
1015,Area_Of_Square,F,115,Area of square = length x length
1016,Area_Of_Triangle,F,115,Area of triangle = \[\frac{1}{2}\] x Base x Height
1017,Circumference_of_circle,F,115,Circumference of circle = 2\[\pi\]r
1018,Perimeter_Of_Square,F,115,Perimeter of square = length x 4
1019,speed,F,115,Speed = \[\frac{distance}{time}\]
1020,Volume_of_cuboid,F,115,Volume of cuboid = Length x breadth x height
1021,angles_at_a_point,C,116,Sum of angles that meet at a point = 360\[\circ\]
1022,Angles_on_a_straight_line,C,116,Sum of angles on a straight line = 180\[\circ\]
1023,equilateral_triangle,C,116,"In an equilateral triangle, there are 3 equal sides and 3 equal angles, each of which is 60\[\circ\]"
1024,isosceles_triangle,C,116,"In an isosceles triangle, there are 2 equal sides and the 2 angles opposite the equal sides are equal"
1025,net_of_solid,C,116,A net of solid is a 2D figure that can be cut out and folded to form the solid. ; Each solid may have more than one net
1026,parallel,C,116,"When two lines are parallel to each other, the distance between them are the same"
1027,parallelogram,C,116,In a parallelogram: ; 1) Opposite sides are equal are parallel to each other ; 2) Opposite angles are equal ; 3) Each of pair of angles between parallel sides adds up to 180\[\circ\] ; 4) Area of parallelogram = base x height
1028,perpendicular,C,116,"When two lines are perpendicular to each other, the point where they meet forms a right angle"
1029,rectangle,C,116,In a rectangle: ; 1) Opposite sides are equal and opposite ; 2) Each angle is 90\[\circ\]
1030,rhombus,C,116,In rhombus: ; 1) All four sides are equal ; 2) Opposite sides are parallel ; 3) Opposite angles are equal ; 4) Each of pair angles between the parallel sides adds up to 180\[\circ\]
1031,Right_angle,C,116,Right angle = 90\[\circ\]
1032,square,C,116,In a square: ; 1) All 4 sides are equal ; 2) Each angle is 90\[\circ\] ; 3) Opposite sides are parallel
1033,Sum_of_angles_in_triangle,C,116,Sum of angles in a triangle = 180\[\circ\]
1034,tessellation,C,116,"A tessellation is a repeating pattern made by fitting pieces of a unit shape together to cover a surface completely without leaving any gaps, without forming any overlaps and can be extended in all directions"
1035,trapezium,C,116,In a trapezium: ; 1) Only one pair of opposite sides is parallel ; 2) Each pair of angles between the parallel sides adds up to 180\[\circ\]
1036,vertically_opposite_angles,C,116,Vertically opposite angles are formed when two straight lines meet or cross and the angles are the same
1037,Average,F,117,Average = \[\frac{Total amount}{Number of items}\]
1038,Equivalent_Fraction,C,118,"To get equivalent fractions, we multiple or divide the numerator and denominator by the same number"
1039,Fraction,C,118,\[\frac{a}{b}\] = a \[\div\] b
1040,Percentage_decimal_fraction,C,119,"Per cent means 'hundredth' or 'out of 100'. Expressing a value in percentage is another way of writing a decimal or fraction with a denominator 100. The symbol % is used for percent. ; To convert a decimal to percentage, multiply the decimal by 100 by moving the decimal point 2 places to the right. Do the opposite to convert a percentage to decimal. ; To convert a fraction to percentage, multiply the fraction by 100 and express the fraction in its simplest form. Do the opposite to convert a percentage to fraction ;"
1041,ratio,C,119,"Ratios are used to express two or more quantities of the same unit. ; Equivalent ratios are similar to equivalent fractions where the ratio is multiplied by the same number throughout, example, 2:1 = 6:3"
1042,Percentage,F,119,Percentage = \[\frac{Value}{Total}\] x 100%
1043,Guess_and_check,C,120,"This heuristic is used to make a reasonable guess. Check the guess and revise the guess if necessary, together with systematic listing to narrow down the choices to the correct answer in the shortest possible time"
1044,algebra,C,121,"In algebra, we use letters to represent unknown numbers. This allows us to make general rules that are true for all numbers. ; We can also carry out the four operations with algebraic expressions. ; For example: ; 1) The sum of a and 5 = (a + 5) ; 2) The difference between 5 and z = (5 – z) or (z – 5) ; 3) The product of g and 5 = 5 x g = 5g ; 4) The quotient obtained with z is divided by 5 = \[\frac{z}{5}\]"
1045,work_backwards,C,120,"This heuristic is used when the final result is given and an initial or intermediate value needs to be found, and to change the focus and reconsider the problem in reverse"
5901,"Numbers, Time and Percentage",C,59,
5902,"Ratio, Rate, Proportion, Speed and Map Problems",C,59,
5903,Everyday Mathematics,C,59,
6001,Area and Perimeters of Figures,C,60,
6002,Volume and Surface Area of Solids,C,60,
6101,Algebraic Symbols and Manipulations,C,61,
6102,Subjects of Formulae,C,61,
6103,Expansion and Factorization of Algebraic Expression,C,61,
6104,Algebraic Fractions,C,61,
6105,Linear Equations,C,61,
6106,Linear Inequalities,C,61,
6107,Simultaneous Linear equations,C,61,
6108,Quadratic Equations,C,61,
6109,Indices,C,61,
6201,Number Sequence and Problem Solving,C,62,
6301,Coordinate Geometry,C,63,
6401,"Graphs of Functions, Graphical Solutions of Equations",C,64,
6402,Distance-Time Graphs and Speed-Time Graphs,C,64,
6403,Variations,C,64,
6501,"Geometrical Properties of Angles, Angle Properties of Polygons, Symmetry",C,65,
6502,Similarity and Congruence,C,65,
6503,Geometrical Properties of Circles,C,65,
6504,Geometrical Construction,C,65,
6601,Transformations,C,66,
6701,"Trigonometric Ratios, Solution of Triangles",C,67,
6702,"Angles of Elevation and Depression, Bearings",C,67,
6801,Set Language and Notation,C,68,
6901,Matrices,C,69,
7001,Vectors in Two Dimensions,C,70,
7101,Probability,C,71,
7201,"Presentation of Data, Dot Diagram, Stem and Leaf Diagram, Histogram, Mean, Median and Mode,  Standard Deviation",C,72,
7202,"Cumulative Frequency Curves, Box-and-Whisker Plot (or Box Plot)",C,72,
