id,question_id,tagdefinition_id
2316,19990300112,90
2317,19990300112,104
2318,19990300112,110
2319,19990300112,117
2320,19990300112,138
2321,19990300112,145
2322,19990300112,152
2323,19990300112,197
2324,19990300112,201
2325,19990300112,226
2326,19990300112,276
2327,19990300112,282
2328,19990300112,287
2329,19990300112,288
2330,19990300113,1
2331,19990300113,35
2332,19990300113,36
2333,19990300113,81
2334,19990300113,90
2335,19990300113,92
2336,19990300113,107
2337,19990300113,127
2338,19990300113,131
2339,19990300113,132
2340,19990300113,134
2341,19990300113,139
2342,19990300113,142
2343,19990300114,4
2344,19990300114,10
2345,19990300114,139
2346,19990300114,245
2347,19990300114,248
2348,19990300114,249
2349,19990300114,262
2350,19990300115,4
2351,19990300115,7
2352,19990300115,26
2353,19990300115,32
2354,19990300115,81
2355,19990300115,82
2356,19990300115,90
2357,19990300115,133
2358,19990300115,135
2359,19990300115,224
2360,19990300115,225
2361,19990300115,226
2362,19990300115,229
2363,19990300116,4
2364,19990300116,79
2365,19990300116,88
2366,19990300116,90
2367,19990300116,92
2368,19990300116,94
2369,19990300116,111
2370,19990300116,131
2371,19990300116,139
2372,19990300116,141
2373,19990300117,30
2374,19990300118,27
2375,19990300118,32
2376,19990300118,40
2377,19990300118,54
2378,19990300118,73
2379,19990300118,84
2380,19990300118,90
2381,19990300118,139
2382,19990400101,10
2383,19990400101,38
2384,19990400101,49
2385,19990400101,96
2386,19990400101,105
2387,19990400101,139
2388,19990400101,184
2389,19990400101,186
2390,19990400101,220
2391,19990400102,8
2392,19990400102,23
2393,19990400102,52
2394,19990400102,78
2395,19990400102,131
2396,19990400103,27
2397,19990400103,40
2398,19990400103,44
2399,19990400103,54
2400,19990400103,62
2401,19990400103,90
2402,19990400103,123
2403,19990400103,136
2404,19990400103,139
2405,19990400103,159
2406,19990400103,168
2407,19990400103,175
2408,19990400103,177
2409,19990400103,179
2410,19990400104,10
2411,19990400104,25
2412,19990400104,50
2413,19990400104,54
2414,19990400104,84
2415,19990400104,90
2416,19990400104,127
2417,19990400104,139
2418,19990400104,146
2419,19990400104,177
2420,19990400104,179
2421,19990400104,225
2422,19990400104,230
2423,19990400105,2
2424,19990400105,4
2425,19990400105,81
2426,19990400105,86
2427,19990400105,131
2428,19990400105,133
2429,19990400105,139
2430,19990400105,245
2431,19990400105,248
2432,19990400105,252
2433,19990400105,255
2434,19990400105,256
2435,19990400105,263
2436,19990400105,264
2437,19990400106,5
2438,19990400106,27
2439,19990400106,53
2440,19990400106,56
2441,19990400106,90
2442,19990400106,130
2443,19990400106,132
2444,19990400106,139
2445,19990400106,140
2446,19990400106,149
2447,19990400106,155
2448,19990400106,160
2449,19990400106,162
2450,19990400107,7
2451,19990400107,27
2452,19990400107,32
2453,19990400107,55
2454,19990400107,104
2455,19990400107,139
2456,19990400107,277
2457,19990400107,278
2458,19990400107,282
2459,19990400107,287
2460,19990400107,288
2461,19990400107,289
2462,19990400108,10
2463,19990400108,27
2464,19990400108,53
2465,19990400108,59
2466,19990400108,76
2467,19990400108,84
2468,19990400108,90
2469,19990400108,139
2470,19990400108,150
2471,19990400108,151
2472,19990400108,152
2473,19990400108,160
2474,19990400108,162
2475,19990400108,217
2476,20000100101,26
2477,20000100101,27
2478,20000100101,59
2479,20000100101,90
2480,20000100101,121
2481,20000100101,139
2482,20000100101,210
2483,20000100102,7
2484,20000100102,27
2485,20000100102,53
2486,20000100102,79
2487,20000100102,90
2488,20000100102,130
2489,20000100102,135
2490,20000100102,149
2491,20000100102,152
2492,20000100102,232
2493,20000100103,100
2494,20000100103,139
2495,20000100103,209
2496,20000100104,21
2497,20000100104,25
2498,20000100104,131
2499,20000100104,139
2500,20000100104,234
2501,20000100104,235
2502,20000100105,4
2503,20000100105,7
2504,20000100105,16
2505,20000100105,18
2506,20000100105,20
2507,20000100105,32
2508,20000100105,86
2509,20000100105,90
2510,20000100105,99
2511,20000100105,104
2512,20000100105,117
2513,20000100105,239
2514,20000100106,4
2515,20000100106,16
2516,20000100106,18
2517,20000100106,78
2518,20000100106,90
2519,20000100106,92
2520,20000100106,94
2521,20000100106,99
2522,20000100106,111
2523,20000100106,139
2524,20000100106,141
2525,20000100107,5
2526,20000100107,56
2527,20000100107,121
2528,20000100107,131
2529,20000100107,151
2530,20000100108,27
2531,20000100108,32
2532,20000100108,50
2533,20000100108,90
2534,20000100108,104
2535,20000100108,110
2536,20000100108,117
2537,20000100108,145
2538,20000100108,225
2539,20000100108,226
2540,20000100108,276
2541,20000100108,287
2542,20000100108,288
2543,20000100109,249
2544,20000100110,7
2545,20000100110,26
2546,20000100110,32
2547,20000100110,86
2548,20000100110,88
2549,20000100110,89
2550,20000100110,90
2551,20000100110,97
2552,20000100110,135
2553,20000100110,139
2554,20000100110,220
2555,20000100110,224
2556,20000100110,225
2557,20000100110,226
2558,20000100110,227
2559,20000100110,232
2560,20000100111,59
2561,20000100111,79
2562,20000100111,90
2563,20000100111,92
2564,20000100111,131
2565,20000100111,139
2566,20000100111,141
2567,20000100112,4
2568,20000100112,10
2569,20000100112,139
2570,20000100112,250
2571,20000100113,7
2572,20000100113,19
2573,20000100113,32
2574,20000100113,70
2575,20000100113,73
2576,20000100113,99
2577,20000100113,126
2578,20000100113,131
2579,20000100113,139
2580,20000100113,140
2581,20000100113,145
2582,20000100113,197
2583,20000100113,201
2584,20000100114,1
2585,20000100114,36
2586,20000100114,84
2587,20000100114,90
2588,20000100114,107
2589,20000100114,112
2590,20000100114,127
2591,20000100114,131
2592,20000100114,132
2593,20000100114,134
2594,20000100114,139
2595,20000100114,142
2596,20000100115,7
2597,20000100115,26
2598,20000100115,27
2599,20000100115,76
2600,20000100115,84
2601,20000100115,90
2602,20000100115,104
2603,20000100115,148
2604,20000100115,150
2605,20000100115,220
2606,20000100115,225
2607,20000100115,226
2608,20000100115,276
2609,20000100115,287
2610,20000100115,288
2611,20000100116,30
2612,20000100116,51
2613,20000100116,131
2614,20000100116,139
2615,20000100117,54
2616,20000100117,100
2617,20000100117,138
2618,20000100117,139
2619,20000200101,10
2620,20000200101,25
2621,20000200101,38
2622,20000200101,51
2623,20000200101,105
2624,20000200101,139
2625,20000200101,184
2626,20000200101,186
2627,20000200101,205
2628,20000200101,206
2629,20000200101,222
2630,20000200102,8
2631,20000200102,23
2632,20000200102,52
2633,20000200102,112
2634,20000200102,131
2635,20000200102,139
2636,20000200103,32
2637,20000200103,40
2638,20000200103,54
2639,20000200103,62
2640,20000200103,127
2641,20000200103,131
2642,20000200103,139
2643,20000200103,144
2644,20000200103,178
2645,20000200103,179
2646,20000200103,180
2647,20000200103,225
2648,20000200103,226
2649,20000200104,5
2650,20000200104,27
2651,20000200104,40
2652,20000200104,44
2653,20000200104,54
2654,20000200104,63
2655,20000200104,84
2656,20000200104,90
2657,20000200104,122
2658,20000200104,127
2659,20000200104,139
2660,20000200104,168
2661,20000200104,179
2662,20000200105,4
2663,20000200105,7
2664,20000200105,32
2665,20000200105,70
2666,20000200105,88
2667,20000200105,131
2668,20000200105,135
2669,20000200105,139
2670,20000200105,140
2671,20000200105,162
2672,20000200105,163
2673,20000200105,245
2674,20000200105,263
2675,20000200105,264
2676,20000200106,26
2677,20000200106,27
2678,20000200106,53
2679,20000200106,63
2680,20000200106,90
2681,20000200106,126
2682,20000200106,139
2683,20000200106,150
2684,20000200106,155
2685,20000200106,159
2686,20000200106,161
2687,20000200106,201
2688,20000200107,1
2689,20000200107,36
2690,20000200107,58
2691,20000200107,65
2692,20000200107,84
2693,20000200107,90
2694,20000200107,92
2695,20000200107,107
2696,20000200107,112
2697,20000200107,121
2698,20000200107,127
2699,20000200107,132
2700,20000200107,139
2701,20000200107,142
2702,20000200108,7
2703,20000200108,27
2704,20000200108,32
2705,20000200108,104
2706,20000200108,110
2707,20000200108,117
2708,20000200108,145
2709,20000200108,276
2710,20000200108,281
2711,20000200108,287
2712,20000200108,288
2713,20000200109,15
2714,20000200109,26
2715,20000200109,27
2716,20000200109,59
2717,20000200109,81
2718,20000200109,90
2719,20000200109,130
2720,20000200109,139
2721,20000200109,149
2722,20000200109,150
2723,20000200109,151
2724,20000200109,152
2725,20000300101,119
2726,20000300101,121
2727,20000300101,139
2728,20000300101,217
2729,20000300102,26
2730,20000300102,88
2731,20000300102,89
2732,20000300102,90
2733,20000300102,224
2734,20000300102,225
2735,20000300102,226
2736,20000300102,229
2737,20000300103,27
2738,20000300103,100
2739,20000300103,130
2740,20000300103,139
2741,20000300103,209
2742,20000300103,210
2743,20000300103,214
2744,20000300104,21
2745,20000300104,234
2746,20000300105,27
2747,20000300105,53
2748,20000300105,84
2749,20000300105,90
2750,20000300105,276
2751,20000300106,7
2752,20000300106,16
2753,20000300106,17
2754,20000300106,18
2755,20000300106,32
2756,20000300106,86
2757,20000300106,99
2758,20000300106,238
2759,20000300107,1
2760,20000300107,35
2761,20000300107,36
2762,20000300107,61
2763,20000300107,90
2764,20000300107,107
2765,20000300107,112
2766,20000300107,127
2767,20000300107,134
2768,20000300107,139
2769,20000300108,27
2770,20000300108,76
2771,20000300108,90
2772,20000300108,148
2773,20000300108,151
2774,20000300109,25
2775,20000300109,139
2776,20000300109,245
2777,20000300109,248
2778,20000300109,249
2779,20000300110,81
2780,20000300110,138
2781,20000300110,139
2782,20000300110,141
2783,20000300111,30
2784,20000300111,32
2785,20000300111,39
2786,20000300111,50
2787,20000300111,51
2788,20000300111,54
2789,20000300111,103
2790,20000300111,120
2791,20000300111,131
2792,20000300111,139
2793,20000300112,4
2794,20000300112,10
2795,20000300112,139
2796,20000300112,245
2797,20000300112,249
2798,20000300112,262
2799,20000300113,5
2800,20000300113,56
2801,20000300113,85
2802,20000300113,121
2803,20000300113,131
2804,20000300113,145
2805,20000300113,151
2806,20000300113,152
2807,20000300114,7
2808,20000300114,19
2809,20000300114,32
2810,20000300114,70
2811,20000300114,73
2812,20000300114,99
2813,20000300114,126
2814,20000300114,139
2815,20000300114,140
2816,20000300114,145
2817,20000300114,196
2818,20000300114,201
2819,20000300115,7
2820,20000300115,13
2821,20000300115,27
2822,20000300115,32
2823,20000300115,104
2824,20000300115,131
2825,20000300115,139
2826,20000300115,276
2827,20000300115,287
2828,20000300115,288
2829,20000300116,72
2830,20000300116,79
2831,20000300116,90
2832,20000300116,92
2833,20000300116,127
2834,20000300116,131
2835,20000300116,139
2836,20000300116,141
2837,20000300117,73
2838,20000300117,139
2839,20000400101,10
2840,20000400101,25
2841,20000400101,27
2842,20000400101,90
2843,20000400101,115
2844,20000400101,120
2845,20000400101,136
2846,20000400101,139
2847,20000400101,153
2848,20000400101,201
2849,20000400102,10
2850,20000400102,49
2851,20000400102,139
2852,20000400102,184
2853,20000400103,15
2854,20000400103,26
2855,20000400103,27
2856,20000400103,59
2857,20000400103,81
2858,20000400103,90
2859,20000400103,130
2860,20000400103,131
2861,20000400103,139
2862,20000400103,150
2863,20000400103,151
2864,20000400104,25
2865,20000400104,101
2866,20000400104,106
2867,20000400104,139
2868,20000400104,159
2869,20000400104,168
2870,20000400104,179
2871,20000400105,32
2872,20000400105,54
2873,20000400105,84
2874,20000400105,90
2875,20000400105,127
2876,20000400105,131
2877,20000400105,139
2878,20000400105,144
2879,20000400105,146
2880,20000400105,225
2881,20000400105,230
2882,20000400106,14
2883,20000400106,139
2884,20000400106,164
2885,20000400106,166
2886,20000400106,168
2887,20000400106,173
2888,20000400106,191
2889,20000400106,192
2890,20000400107,50
2891,20000400107,62
2892,20000400107,64
2893,20000400107,131
2894,20000400107,175
2895,20000400107,176
2896,20000400107,177
2897,20000400107,179
2898,20000400107,180
2899,20000400108,4
2900,20000400108,7
2901,20000400108,32
2902,20000400108,50
2903,20000400108,70
2904,20000400108,135
2905,20000400108,139
2906,20000400108,140
2907,20000400108,239
2908,20000400108,263
2909,20000400108,264
2910,20000400109,7
2911,20000400109,27
2912,20000400109,32
2913,20000400109,104
2914,20000400109,117
2915,20000400109,152
2916,20000400109,276
2917,20000400109,277
2918,20000400109,278
2919,20000400109,279
2920,20000400109,282
2921,20000400109,287
2922,20000400109,288
2923,20000400110,5
2924,20000400110,27
2925,20000400110,44
2926,20000400110,63
2927,20000400110,90
2928,20000400110,121
2929,20000400110,130
2930,20000400110,131
2931,20000400110,139
2932,20000400110,149
2933,20000400110,155
2934,20000400110,159
2935,20000400110,160
2936,20000400110,161
2937,20000400110,162
2938,20010100101,26
2939,20010100101,50
2940,20010100101,119
2941,20010100101,121
2942,20010100101,139
2943,20010100101,220
2944,20010100102,84
2945,20010100102,88
2946,20010100102,90
2947,20010100102,220
2948,20010100102,225
2949,20010100102,226
2950,20010100102,229
2951,20010100103,25
2952,20010100103,139
2953,20010100103,249
2954,20010100104,27
2955,20010100104,79
2956,20010100104,84
2957,20010100104,90
2958,20010100104,130
2959,20010100104,149
2960,20010100104,152
2961,20010100105,101
2962,20010100105,151
2963,20010100106,26
2964,20010100106,27
2965,20010100106,53
2966,20010100106,90
2967,20010100106,276
2968,20010100107,1
2969,20010100107,10
2970,20010100107,36
2971,20010100107,58
2972,20010100107,61
2973,20010100107,90
2974,20010100107,107
2975,20010100107,112
2976,20010100107,127
2977,20010100107,134
2978,20010100107,139
2979,20010100107,142
2980,20010100108,21
2981,20010100108,139
2982,20010100108,234
2983,20010100109,100
2984,20010100109,139
2985,20010100109,208
2986,20010100110,72
2987,20010100110,81
2988,20010100110,90
2989,20010100110,131
2990,20010100110,135
2991,20010100111,10
2992,20010100111,27
2993,20010100111,30
2994,20010100111,54
2995,20010100111,84
2996,20010100111,90
2997,20010100111,138
2998,20010100111,139
2999,20010100112,32
3000,20010100112,70
3001,20010100112,126
3002,20010100112,139
3003,20010100112,145
3004,20010100112,152
3005,20010100112,163
3006,20010100112,196
3007,20010100112,197
3008,20010100112,201
3009,20010100113,7
3010,20010100113,26
3011,20010100113,32
3012,20010100113,88
3013,20010100113,90
3014,20010100113,135
3015,20010100113,144
3016,20010100113,225
3017,20010100113,226
3018,20010100113,227
3019,20010100113,229
3020,20010100114,4
3021,20010100114,34
3022,20010100114,79
3023,20010100114,82
3024,20010100114,88
3025,20010100114,90
3026,20010100114,92
3027,20010100114,94
3028,20010100114,111
3029,20010100114,138
3030,20010100114,141
3031,20010100114,144
3032,20010100115,7
3033,20010100115,18
3034,20010100115,86
3035,20010100115,90
3036,20010100115,99
3037,20010100115,104
3038,20010100115,117
3039,20010100115,135
3040,20010100115,144
3041,20010100116,4
3042,20010100116,10
3043,20010100116,139
3044,20010100116,246
3045,20010100116,250
3046,20010100117,7
3047,20010100117,13
3048,20010100117,27
3049,20010100117,32
3050,20010100117,104
3051,20010100117,110
3052,20010100117,117
3053,20010100117,139
3054,20010100117,145
3055,20010100117,225
3056,20010100117,226
3057,20010100117,276
3058,20010100117,287
3059,20010100117,288
3060,20010200101,10
3061,20010200101,26
3062,20010200101,27
3063,20010200101,38
3064,20010200101,59
3065,20010200101,90
3066,20010200101,105
3067,20010200101,139
3068,20010200101,184
3069,20010200101,186
3070,20010200101,205
3071,20010200101,220
3072,20010200102,32
3073,20010200102,40
3074,20010200102,54
3075,20010200102,62
3076,20010200102,84
3077,20010200102,127
3078,20010200102,139
3079,20010200102,144
3080,20010200102,180
3081,20010200102,225
3082,20010200102,226
3083,20010200102,230
3084,20010200103,56
3085,20010200103,62
3086,20010200103,87
3087,20010200103,102
3088,20010200103,139
3089,20010200103,168
3090,20010200103,175
3091,20010200103,177
3092,20010200103,179
3093,20010200104,30
3094,20010200104,39
3095,20010200104,50
3096,20010200104,51
3097,20010200104,63
3098,20010200105,8
3099,20010200105,23
3100,20010200105,52
3101,20010200105,78
3102,20010200105,112
3103,20010200105,121
3104,20010200105,131
3105,20010200105,139
3106,20010200106,25
3107,20010200106,27
3108,20010200106,53
3109,20010200106,90
3110,20010200106,122
3111,20010200106,130
3112,20010200106,139
3113,20010200106,149
3114,20010200106,155
3115,20010200106,159
3116,20010200106,160
3117,20010200106,162
3118,20010200107,26
3119,20010200107,27
3120,20010200107,50
3121,20010200107,70
3122,20010200107,90
3123,20010200107,126
3124,20010200107,139
3125,20010200107,154
3126,20010200107,160
3127,20010200107,249
3128,20010200107,263
3129,20010200107,264
3130,20010200108,7
3131,20010200108,13
3132,20010200108,27
3133,20010200108,55
3134,20010200108,104
3135,20010200108,110
3136,20010200108,117
3137,20010200108,145
3138,20010200108,250
3139,20010200108,277
3140,20010200108,280
3141,20010200108,282
3142,20010200108,285
3143,20010200108,287
3144,20010200108,288
3145,20010200109,26
3146,20010200109,27
3147,20010200109,54
3148,20010200109,76
3149,20010200109,81
3150,20010200109,90
3151,20010200109,126
3152,20010200109,130
3153,20010200109,131
3154,20010200109,138
3155,20010200109,139
3156,20010200109,148
3157,20010200109,151
3158,20010200109,152
3159,20010200109,201
3160,20010300101,26
3161,20010300101,27
3162,20010300101,59
3163,20010300101,90
3164,20010300101,121
3165,20010300101,139
3166,20010300101,210
3167,20010300102,4
3168,20010300102,7
3169,20010300102,26
3170,20010300102,135
3171,20010300102,225
3172,20010300102,229
3173,20010300102,232
3174,20010300103,4
3175,20010300103,26
3176,20010300103,90
3177,20010300103,225
3178,20010300103,226
3179,20010300104,245
3180,20010300104,246
3181,20010300104,247
3182,20010300104,248
3183,20010300104,249
3184,20010300105,21
3185,20010300105,139
3186,20010300105,233
3187,20010300105,234
3188,20010300106,2
3189,20010300106,4
3190,20010300106,7
3191,20010300106,16
3192,20010300106,18
3193,20010300106,32
3194,20010300106,86
3195,20010300106,99
3196,20010300106,113
3197,20010300107,25
3198,20010300107,100
3199,20010300107,109
3200,20010300107,139
3201,20010300107,209
3202,20010300107,213
3203,20010300108,5
3204,20010300108,139
3205,20010300108,152
3206,20010300109,1
3207,20010300109,36
3208,20010300109,61
3209,20010300109,73
3210,20010300109,90
3211,20010300109,127
3212,20010300109,132
3213,20010300109,134
3214,20010300109,139
3215,20010300109,142
3216,20010300110,25
3217,20010300110,27
3218,20010300110,76
3219,20010300110,90
3220,20010300110,130
3221,20010300110,148
3222,20010300110,149
3223,20010300110,152
3224,20010300111,4
3225,20010300111,10
3226,20010300111,139
3227,20010300111,249
3228,20010300112,7
3229,20010300112,26
3230,20010300112,27
3231,20010300112,32
3232,20010300112,81
3233,20010300112,84
3234,20010300112,90
3235,20010300112,130
3236,20010300112,135
3237,20010300112,152
3238,20010300112,220
3239,20010300112,225
3240,20010300112,226
3241,20010300112,232
3242,20010300113,30
3243,20010300113,139
3244,20010300114,54
3245,20010300114,115
3246,20010300114,138
3247,20010300114,139
3248,20010300115,22
3249,20010300115,32
3250,20010300115,79
3251,20010300115,81
3252,20010300115,82
3253,20010300115,90
3254,20010300115,92
3255,20010300115,131
3256,20010300115,141
3257,20010300115,144
3258,20010300116,7
3259,20010300116,13
3260,20010300116,26
3261,20010300116,32
3262,20010300116,70
3263,20010300116,73
3264,20010300116,90
3265,20010300116,115
3266,20010300116,117
3267,20010300116,139
3268,20010300116,140
3269,20010300116,196
3270,20010300116,197
3271,20010300116,201
3272,20010300117,27
3273,20010300117,53
3274,20010300117,59
3275,20010300117,90
3276,20010300117,101
3277,20010300117,132
3278,20010300117,139
3279,20010300117,140
3280,20010300117,151
3281,20010300117,282
3282,20010300118,7
3283,20010300118,13
3284,20010300118,27
3285,20010300118,32
3286,20010300118,48
3287,20010300118,59
3288,20010300118,84
3289,20010300118,90
3290,20010300118,104
3291,20010300118,117
3292,20010300118,276
3293,20010300118,277
3294,20010300118,287
3295,20010300118,288
3296,20010400101,10
3297,20010400101,26
3298,20010400101,27
3299,20010400101,38
3300,20010400101,49
3301,20010400101,59
3302,20010400101,61
3303,20010400101,90
3304,20010400101,105
3305,20010400101,127
3306,20010400101,139
3307,20010400101,184
3308,20010400101,186
3309,20010400101,206
3310,20010400101,217
3311,20010400102,32
3312,20010400102,40
3313,20010400102,50
3314,20010400102,54
3315,20010400102,127
3316,20010400102,139
3317,20010400102,144
3318,20010400102,225
3319,20010400102,226
3320,20010400102,230
3321,20010400103,25
3322,20010400103,27
3323,20010400103,63
3324,20010400103,76
3325,20010400103,90
3326,20010400103,106
3327,20010400103,139
3328,20010400103,148
3329,20010400103,153
3330,20010400103,159
3331,20010400103,161
3332,20010400103,162
3333,20010400104,7
3334,20010400104,27
3335,20010400104,48
3336,20010400104,63
3337,20010400104,104
3338,20010400104,131
3339,20010400104,139
3340,20010400104,277
3341,20010400104,278
3342,20010400104,279
3343,20010400104,282
3344,20010400104,287
3345,20010400104,288
3346,20010400105,4
3347,20010400105,10
3348,20010400105,50
3349,20010400105,131
3350,20010400105,139
3351,20010400105,245
3352,20010400105,252
3353,20010400105,254
3354,20010400105,257
3355,20010400105,263
3356,20010400105,264
3357,20010400106,7
3358,20010400106,15
3359,20010400106,25
3360,20010400106,26
3361,20010400106,27
3362,20010400106,73
3363,20010400106,79
3364,20010400106,81
3365,20010400106,90
3366,20010400106,130
3367,20010400106,131
3368,20010400106,135
3369,20010400106,139
3370,20010400106,150
3371,20010400106,151
3372,20010400106,152
3373,20010400106,197
3374,20010400106,227
3375,20010400107,62
3376,20010400107,64
3377,20010400107,175
3378,20010400107,176
3379,20010400107,178
3380,20010400107,179
3381,20010400107,180
3382,20010400108,7
3383,20010400108,25
3384,20010400108,26
3385,20010400108,27
3386,20010400108,44
3387,20010400108,48
3388,20010400108,90
3389,20010400108,104
3390,20010400108,106
3391,20010400108,126
3392,20010400108,159
3393,20010400108,201
3394,20010400108,285
3395,20010400108,287
3396,20010400108,288
3397,20010400109,10
3398,20010400109,27
3399,20010400109,53
3400,20010400109,90
3401,20010400109,139
3402,20010400109,152
3403,20010400109,168
3404,20010400109,173
3405,20010400110,1
3406,20010400110,25
3407,20010400110,84
3408,20010400110,90
3409,20010400110,139
3410,20010400110,142
3411,20020100101,26
3412,20020100101,27
3413,20020100101,59
3414,20020100101,90
3415,20020100101,121
3416,20020100101,127
3417,20020100101,139
3418,20020100101,210
3419,20020100102,27
3420,20020100102,44
3421,20020100102,53
3422,20020100102,84
3423,20020100102,90
3424,20020100102,285
3425,20020100103,7
3426,20020100103,50
3427,20020100103,125
3428,20020100103,139
3429,20020100103,191
3430,20020100104,79
3431,20020100104,81
3432,20020100104,90
3433,20020100104,92
3434,20020100104,138
3435,20020100104,141
3436,20020100105,26
3437,20020100105,32
3438,20020100105,54
3439,20020100105,59
3440,20020100105,90
3441,20020100105,139
3442,20020100106,78
3443,20020100107,10
3444,20020100107,21
3445,20020100107,233
3446,20020100107,234
3447,20020100108,7
3448,20020100108,25
3449,20020100108,32
3450,20020100108,73
3451,20020100108,90
3452,20020100108,125
3453,20020100108,131
3454,20020100108,135
3455,20020100108,139
3456,20020100108,140
3457,20020100108,163
3458,20020100108,197
3459,20020100108,201
3460,20020100109,5
3461,20020100109,29
3462,20020100109,50
3463,20020100109,57
3464,20020100109,101
3465,20020100109,112
3466,20020100109,121
3467,20020100109,138
3468,20020100109,139
3469,20020100109,151
3470,20020100109,153
3471,20020100110,46
3472,20020100110,67
3473,20020100110,68
3474,20020100110,69
3475,20020100110,78
3476,20020100110,87
3477,20020100110,94
3478,20020100110,145
3479,20020100110,272
3480,20020100111,30
3481,20020100111,39
3482,20020100111,50
3483,20020100111,51
3484,20020100111,60
3485,20020100111,121
3486,20020100111,139
3487,20020100112,25
3488,20020100112,27
3489,20020100112,84
3490,20020100112,90
3491,20020100112,139
3492,20020100112,164
3493,20020100112,166
3494,20020100112,220
3495,20020100112,222
3496,20020100113,25
3497,20020100113,54
3498,20020100113,63
3499,20020100113,132
3500,20020100113,139
3501,20020100113,179
3502,20020100114,7
3503,20020100114,26
3504,20020100114,32
3505,20020100114,40
3506,20020100114,81
3507,20020100114,88
3508,20020100114,133
3509,20020100114,135
3510,20020100114,220
3511,20020100114,225
3512,20020100114,226
3513,20020100114,227
3514,20020100114,228
3515,20020100114,229
3516,20020200101,55
3517,20020200101,67
3518,20020200101,68
3519,20020200101,267
3520,20020200101,268
3521,20020200101,269
3522,20020200101,271
3523,20020200102,32
3524,20020200102,54
3525,20020200102,78
3526,20020200102,122
3527,20020200103,30
3528,20020200103,115
3529,20020200103,116
3530,20020200104,10
3531,20020200104,50
3532,20020200104,122
3533,20020200104,184
3534,20020200105,11
3535,20020200105,25
3536,20020200105,34
3537,20020200105,41
3538,20020200105,45
3539,20020200105,77
3540,20020200105,92
3541,20020200105,124
3542,20020200105,138
3543,20020200105,141
3544,20020200105,142
3545,20020200105,147
3546,20020200106,50
3547,20020200106,139
3548,20020200106,160
3549,20020200106,162
3550,20020200106,279
3551,20020200106,287
3552,20020200106,288
3553,20020200107,4
3554,20020200107,5
3555,20020200107,7
3556,20020200107,16
3557,20020200107,18
3558,20020200107,32
3559,20020200107,86
3560,20020200107,99
3561,20020200107,104
3562,20020200107,117
3563,20020200107,130
3564,20020200108,4
3565,20020200108,32
3566,20020200108,131
3567,20020200108,135
3568,20020200108,237
3569,20020200108,239
3570,20020200108,245
3571,20020200108,249
3572,20020200109,27
3573,20020200109,96
3574,20020200109,115
3575,20020200109,122
3576,20020200109,130
3577,20020200109,139
3578,20020200109,210
3579,20020200109,214
3580,20020200110,62
3581,20020200110,64
3582,20020200110,176
3583,20020200110,178
3584,20020200110,180
3585,20020200111,26
3586,20020200111,30
3587,20020200111,32
3588,20020200111,54
3589,20020200111,59
3590,20020200111,90
3591,20020200111,131
3592,20020200111,139
3593,20020200112,7
3594,20020200112,27
3595,20020200112,32
3596,20020200112,53
3597,20020200112,73
3598,20020200112,84
3599,20020200112,90
3600,20020200112,104
3601,20020200112,117
3602,20020200112,152
3603,20020200112,225
3604,20020200112,276
3605,20020200112,287
3606,20020200112,288
3607,20020200113,1
3608,20020200113,25
3609,20020200113,27
3610,20020200113,36
3611,20020200113,61
3612,20020200113,84
3613,20020200113,90
3614,20020200113,107
3615,20020200113,112
3616,20020200113,124
3617,20020200113,127
3618,20020200113,132
3619,20020200113,134
3620,20020200113,139
3621,20020200113,142
3622,20020300101,10
3623,20020300101,245
3624,20020300102,10
3625,20020300102,27
3626,20020300102,130
3627,20020300102,139
3628,20020300102,210
3629,20020300102,214
3630,20020300103,61
3631,20020300103,107
3632,20020300103,124
3633,20020300103,132
3634,20020300103,134
3635,20020300104,7
3636,20020300104,27
3637,20020300104,32
3638,20020300104,44
3639,20020300104,104
3640,20020300104,117
3641,20020300104,281
3642,20020300104,285
3643,20020300104,287
3644,20020300104,288
3645,20020300105,67
3646,20020300105,68
3647,20020300105,69
3648,20020300105,121
3649,20020300105,272
3650,20020300106,26
3651,20020300106,27
3652,20020300106,84
3653,20020300106,90
3654,20020300106,273
3655,20020300106,277
3656,20020300107,27
3657,20020300107,51
3658,20020300107,60
3659,20020300107,90
3660,20020300107,136
3661,20020300108,44
3662,20020300108,64
3663,20020300108,178
3664,20020300108,180
3665,20020300109,27
3666,20020300109,59
3667,20020300109,88
3668,20020300109,89
3669,20020300109,90
3670,20020300109,220
3671,20020300109,224
3672,20020300109,225
3673,20020300109,226
3674,20020300109,229
3675,20020300110,32
3676,20020300110,36
3677,20020300110,90
3678,20020300110,92
3679,20020300110,132
3680,20020300110,134
3681,20020300110,141
3682,20020300110,142
3683,20020300111,27
3684,20020300111,32
3685,20020300111,76
3686,20020300111,148
3687,20020300111,155
3688,20020300111,227
3689,20020300112,4
3690,20020300112,16
3691,20020300112,18
3692,20020300112,19
3693,20020300112,32
3694,20020300112,50
3695,20020300112,86
3696,20020300112,99
3697,20020300112,104
3698,20020300112,105
3699,20020300112,113
3700,20020300112,117
3701,20020300112,239
3702,20020300113,7
3703,20020300113,25
3704,20020300113,32
3705,20020300113,40
3706,20020300113,54
3707,20020300113,59
3708,20020300113,90
3709,20020300113,127
3710,20020300113,139
3711,20020400101,60
3712,20020400101,67
3713,20020400101,68
